run,date,start_time,ebeam,current,target,hms_p,hms_th,shms_p,shms_th,ps1,ps2,ps3,ps4,ps5,ps6,run_type,comment
24070,07/22,08:34,8.5831,35.0,C,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24071,07/22,14:06,8.5831,40.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24072,07/22,14:45,8.5831,40.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24073,07/22,15:16,8.5831,40.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24074,07/22,15:47,8.5831,40.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,
24075,07/22,16:18,8.5831,40.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24076,07/22,16:50,8.5831,40.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24078,07/22,17:27,8.5831,5.0,Cu,-1.531,29.045,-4.868,7.865,-1,6,-1,-1,-1,-1,SHMSDIS,Low current run for DC calibration
24079,07/22,17:41,8.5831,42.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24080,07/22,18:12,8.5831,42.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24081,07/22,18:54,8.5831,40.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24082,07/22,19:26,8.5831,40.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24083,07/22,20:05,8.5831,30.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24084,07/22,20:44,8.5831,38.0,Dummy,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24085,07/22,21:16,8.5831,38.0,Dummy,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24086,07/22,21:48,8.5831,38.0,Dummy,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24087,07/22,22:30,8.5831,40.0,C,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24089,07/22,23:31,8.5831,30.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,Starting z=0.5
24091,07/23,00:01,8.5831,30.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,0,-1,PI-SIDIS,Trigger efficiency check
24092,07/23,00:35,8.5831,30.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24093,07/23,01:08,8.5831,30.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24094,07/23,01:39,8.5831,30.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24095,07/23,02:10,8.5831,20.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24096,07/23,02:42,8.5831,10.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24097,07/23,03:26,8.5831,15.0,LD2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,PTRIG1 too high
24098,07/23,03:29,8.5831,14.0,LD2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24099,07/23,04:01,8.5831,14.0,LD2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24100,07/23,04:32,8.5831,14.0,LD2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24101,07/23,05:02,8.5831,14.0,LD2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24103,07/23,05:38,8.5831,10.0,LD2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24104,07/23,06:19,8.5831,14.0,LD2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24110,07/23,18:07,8.5831,14.0,LD2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,EDTM on @ 200Hz
24111,07/23,18:41,8.5831,14.0,LD2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,EDTM on @ 200Hz
24112,07/23,19:13,8.5831,14.0,LD2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,EDTM on @ 200Hz
24113,07/23,19:45,8.5831,9.0,LD2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,EDTM on @ 200Hz
24116,07/23,21:00,8.5831,34.0,Dummy,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,EDTM turned off in middle of run
24117,07/23,21:32,8.5831,34.0,Dummy,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,EDTM off
24118,07/23,22:06,8.5831,20.0,Dummy,-1.531,29.045,-3.632,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24119,07/23,22:27,8.5831,20.0,Dummy,-1.531,29.045,-3.632,7.865,-1,7,-1,-1,-1,-1,SHMSDIS,0
24120,07/23,22:56,8.5831,24.0,C,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24121,07/23,23:35,8.5831,24.0,C,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24122,07/24,00:09,8.5831,24.0,C,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24123,07/24,00:42,8.5831,24.0,C,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24125,07/24,01:30,8.5831,30.0,C,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24126,07/24,02:13,8.5831,30.0,Cu,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24127,07/24,02:44,8.5831,30.0,Cu,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24128,07/24,03:16,8.5831,30.0,Cu,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24129,07/24,03:48,8.5831,30.0,Cu,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24130,07/24,04:34,8.5831,30.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24131,07/24,05:11,8.5831,30.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24132,07/24,05:42,8.5831,30.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24133,07/24,06:48,8.5831,30.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24134,07/24,06:52,8.5831,20.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24135,07/24,07:25,8.5831,10.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24136,07/24,07:59,8.5831,10.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24137,07/24,08:18,8.5831,10.0,LH2,-1.531,29.045,-3.632,7.865,-1,7,-1,-1,-1,-1,SHMSDIS,0
24138,07/24,08:49,8.5831,30.0,C,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24139,07/24,09:23,8.5831,30.0,C,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24140,07/24,09:58,8.5831,30.0,C,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24141,07/24,10:32,8.5831,30.0,C,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24142,07/24,11:13,8.5831,12.0,C,-1.531,29.045,-3.632,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24143,07/24,11:33,8.5831,12.0,C,-1.531,29.045,-3.632,7.865,-1,7,-1,-1,-1,-1,SHMSDIS,0
24144,07/24,12:14,8.5831,30.0,Cu,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24145,07/24,12:47,8.5831,30.0,Cu,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24146,07/24,13:22,8.5831,30.0,Cu,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24147,07/24,13:55,8.5831,30.0,Cu,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24148,07/24,14:29,8.5831,15.0,Cu,-1.531,29.045,-3.632,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24149,07/24,14:47,8.5831,15.0,Cu,-1.531,29.045,-3.632,7.865,-1,7,-1,-1,-1,-1,SHMSDIS,0
24150,07/24,15:13,8.5831,30.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24151,07/24,15:46,8.5831,30.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24153,07/24,16:26,8.5831,30.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24155,07/24,17:01,8.5831,30.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24156,07/24,17:33,8.5831,20.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24157,07/24,18:05,8.5831,10.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24158,07/24,18:45,8.5831,14.0,LD2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24159,07/24,19:16,8.5831,14.0,LD2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24160,07/24,19:47,8.5831,14.0,LD2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24161,07/24,20:18,8.5831,14.0,LD2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24162,07/24,21:00,8.5831,24.0,C,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24163,07/24,21:31,8.5831,24.0,C,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24164,07/24,22:02,8.5831,24.0,C,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24165,07/24,22:35,8.5831,24.0,C,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24166,07/24,23:09,8.5831,12.0,C,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24167,07/24,23:47,8.5831,28.0,Cu,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24168,07/25,00:18,8.5831,28.0,Cu,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24169,07/25,00:52,8.5831,28.0,Cu,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24170,07/25,01:25,8.5831,28.0,Cu,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24171,07/25,02:06,8.5831,34.0,Dummy,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24172,07/25,02:36,8.5831,34.0,Dummy,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24173,07/25,03:14,8.5831,28.0,Cu,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24174,07/25,03:45,8.5831,28.0,Cu,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24175,07/25,04:16,8.5831,28.0,Cu,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24176,07/25,04:45,8.5831,28.0,Cu,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24177,07/25,05:17,8.5831,28.0,Cu,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24178,07/25,06:12,8.5831,30.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24179,07/25,06:43,8.5831,30.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24183,07/25,07:22,8.5831,30.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24184,07/25,07:57,8.5831,10.0,LH2,-1.531,29.045,-3.632,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24185,07/25,08:20,8.5831,10.0,LD2,-1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24187,07/25,10:03,8.5831,50.0,LH2,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24188,07/25,10:37,8.5831,50.0,LH2,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,0,-1,PI+SIDIS,0
24189,07/25,11:09,8.5831,50.0,LH2,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24190,07/25,11:55,8.5831,50.0,LH2,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24191,07/25,12:25,8.5831,50.0,LH2,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24192,07/25,13:02,8.5831,50.0,LH2,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24193,07/25,13:34,8.5831,50.0,LH2,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24194,07/25,14:08,8.5831,50.0,LH2,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24195,07/25,14:40,8.5831,50.0,LH2,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24196,07/25,15:17,8.5831,33.0,LH2,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24197,07/25,15:52,8.5831,17.0,LH2,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24198,07/25,16:25,8.5831,17.0,LH2,-1.531,29.045,6.538,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24199,07/25,16:45,8.5831,17.0,LH2,-1.531,29.045,6.538,7.865,-1,2,-1,-1,-1,-1,SHMSDIS,0
24200,07/25,17:11,8.5831,50.0,LD2,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24201,07/25,17:23,8.5831,50.0,LD2,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24203,07/25,18:17,8.5831,50.0,LD2,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24204,07/25,18:52,8.5831,25.0,LD2,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24205,07/25,19:23,8.5831,25.0,LD2,-1.531,29.045,6.538,7.865,-1,-1,-1,1,-1,-1,HMSDIS,0
24206,07/25,19:43,8.5831,40.0,Dummy,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24207,07/25,20:20,8.5831,50.0,C,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24208,07/25,20:53,8.5831,50.0,C,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24209,07/25,21:24,8.5831,50.0,C,-1.531,29.045,6.538,7.865,-1,-1,-1,2,-1,-1,HMSDIS,0
24210,07/25,21:43,8.5831,50.0,Cu,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24211,07/25,22:14,8.5831,50.0,Cu,-1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24212,07/25,22:45,8.5831,50.0,Cu,-1.531,29.045,6.538,7.865,-1,-1,-1,2,-1,-1,HMSDIS,0
24213,07/25,23:24,8.5831,35.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24214,07/25,23:55,8.5831,36.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24215,07/26,00:26,8.5831,35.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24216,07/26,00:56,8.5831,36.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24217,07/26,01:26,8.5831,36.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24218,07/26,01:56,8.5831,36.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24219,07/26,02:27,8.5831,25.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24220,07/26,03:00,8.5831,12.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24221,07/26,03:30,8.5831,12.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24222,07/26,03:55,8.5831,50.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24223,07/26,04:36,8.5831,50.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,0,-1,PI+SIDIS,0
24224,07/26,05:02,8.5831,50.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24225,07/26,05:32,8.5831,50.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24226,07/26,06:19,8.5831,50.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24227,07/26,06:59,8.5831,50.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24228,07/26,07:40,8.5831,50.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24229,07/26,08:14,8.5831,33.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24230,07/26,08:46,8.5831,17.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24231,07/26,09:23,8.5831,17.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24232,07/26,09:47,8.5831,40.0,Dummy,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24233,07/26,10:14,8.5831,40.0,Dummy,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24234,07/26,10:40,8.5831,40.0,Dummy,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24235,07/26,11:22,8.5831,20.0,Dummy,-1.531,29.045,4.868,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24236,07/26,11:48,8.5831,50.0,C,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24237,07/26,12:20,8.5831,50.0,C,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24238,07/26,12:50,8.5831,50.0,C,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24239,07/26,13:35,8.5831,50.0,C,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24240,07/26,14:09,8.5831,50.0,C,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24241,07/26,14:41,8.5831,25.0,C,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24242,07/26,15:14,8.5831,25.0,C,-1.531,29.045,4.868,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24243,07/26,15:38,8.5831,45.0,Cu,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24244,07/26,16:09,8.5831,50.0,Cu,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24245,07/26,16:41,8.5831,50.0,Cu,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24246,07/26,17:11,8.5831,50.0,Cu,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24247,07/26,17:43,8.5831,50.0,Cu,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24248,07/26,18:14,8.5831,50.0,Cu,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24249,07/26,18:46,8.5831,50.0,Cu,-1.531,29.045,4.868,7.865,-1,-1,-1,1,-1,-1,HMSDIS,0
24250,07/26,19:15,8.5831,35.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24251,07/26,19:46,8.5831,35.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24252,07/26,20:17,8.5831,35.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24253,07/26,20:48,8.5831,35.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24254,07/26,21:19,8.5831,35.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24255,07/26,21:50,8.5831,35.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24256,07/26,22:21,8.5831,35.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,2,-1,-1,HMSDIS,0
24257,07/26,22:43,8.5831,50.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24258,07/26,23:14,8.5831,50.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24259,07/26,23:45,8.5831,50.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24260,07/27,00:15,8.5831,50.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24261,07/27,00:46,8.5831,50.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24262,07/27,01:15,8.5831,50.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24263,07/27,01:47,8.5831,33.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24264,07/27,02:18,8.5831,17.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24265,07/27,02:50,8.5831,17.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24266,07/27,03:11,8.5831,24.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24267,07/27,03:41,8.5831,12.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24268,07/27,04:20,8.5831,40.0,Dummy,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24269,07/27,04:50,8.5831,40.0,Dummy,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24270,07/27,05:26,8.5831,50.0,C,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24271,07/27,05:55,8.5831,50.0,C,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24273,07/27,06:42,8.5831,50.0,C,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24274,07/27,07:13,8.5831,50.0,C,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24275,07/27,07:44,8.5831,50.0,C,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24276,07/27,08:17,8.5831,25.0,C,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24277,07/27,08:59,8.5831,50.0,Cu,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24278,07/27,09:35,8.5831,50.0,Cu,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24279,07/27,10:06,8.5831,50.0,Cu,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24280,07/27,10:38,8.5831,50.0,Cu,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24281,07/27,11:11,8.5831,50.0,Cu,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24282,07/27,11:48,8.5831,50.0,Cu,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24283,07/27,12:25,8.5831,50.0,Cu,-1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,Target was moved ~20 sec before run Stop!
24284,07/27,13:30,8.5831,50.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,3,-1,-1,HMSDIS,0
24285,07/27,13:49,8.5831,40.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,2,-1,-1,HMSDIS,0
24286,07/27,14:08,8.5831,30.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,2,-1,-1,HMSDIS,0
24287,07/27,14:28,8.5831,20.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,1,-1,-1,HMSDIS,0
24289,07/27,15:04,8.5831,10.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24290,07/27,15:38,8.5831,7.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
