run,run_type,replay_mode
24925,HMSDIS,hms
24926,SHMSDIS,shms
24927,PI+SIDIS,coin
24928,PI+SIDIS,coin
24929,PI+SIDIS,coin
24930,PI+SIDIS,coin
24931,HMSDIS,hms
24932,SHMSDIS,shms
24933,PI+SIDIS,coin
24934,PI+SIDIS,coin
24935,PI+SIDIS,coin
24936,HMSDIS,hms
24937,SHMSDIS,shms
24938,PI+SIDIS,coin
24939,PI+SIDIS,coin
24943,PI+SIDIS,coin
24944,PI+SIDIS,coin
24945,PI+SIDIS,coin
24946,PI+SIDIS,coin
24947,PI+SIDIS,coin
24948,PI+SIDIS,coin
24949,PI+SIDIS,coin
24950,PI+SIDIS,coin
24951,PI+SIDIS,coin
24952,PI+SIDIS,coin
24953,PI+SIDIS,coin
24954,PI+SIDIS,coin
24955,PI+SIDIS,coin
24956,PI+SIDIS,coin
24957,PI+SIDIS,coin
24958,PI+SIDIS,coin
24959,PI+SIDIS,coin
24960,PI+SIDIS,coin
24961,PI+SIDIS,coin
24962,PI+SIDIS,coin
24964,PI+SIDIS,coin
24965,PI+SIDIS,coin
24966,PI+SIDIS,coin
24967,HMSDIS,hms
24968,SHMSDIS,shms
24969,PI+SIDIS,coin
24970,PI+SIDIS,coin
24971,PI+SIDIS,coin
24972,PI+SIDIS,coin
24974,PI+SIDIS,coin
24975,PI+SIDIS,coin
24978,HMSDIS,hms
24980,SHMSDIS,shms
24981,PI+SIDIS,coin
24982,PI+SIDIS,coin
24983,HMSDIS,hms
24984,SHMSDIS,shms
24985,PI+SIDIS,coin
24986,PI+SIDIS,coin
24987,PI+SIDIS,coin
24988,PI+SIDIS,coin
24989,HMSDIS,hms
24990,SHMSDIS,shms
24991,PI+SIDIS,coin
24992,PI+SIDIS,coin
24994,PI+SIDIS,coin
24995,PI+SIDIS,coin
24996,HMSDIS,hms
24997,SHMSDIS,shms
24998,PI+SIDIS,coin
24999,PI+SIDIS,coin
25000,PI+SIDIS,coin
25001,PI+SIDIS,coin
25002,PI+SIDIS,coin
25003,PI+SIDIS,coin
25004,PI+SIDIS,coin
25005,PI+SIDIS,coin
25006,PI+SIDIS,coin
25007,PI+SIDIS,coin
25008,PI+SIDIS,coin
25010,PI-SIDIS,coin
25011,PI-SIDIS,coin
25012,PI-SIDIS,coin
25016,PI-SIDIS,coin
25017,PI-SIDIS,coin
25018,PI-SIDIS,coin
25019,PI-SIDIS,coin
25020,PI-SIDIS,coin
25021,HMSDIS,hms
25022,SHMSDIS,shms
25023,HMSDIS,hms
25024,SHMSDIS,shms
25026,PI-SIDIS,coin
25027,PI-SIDIS,coin
25028,HMSDIS,hms
25029,SHMSDIS,shms
25030,PI-SIDIS,coin
25031,PI-SIDIS,coin
25034,PI-SIDIS,coin
25035,PI-SIDIS,coin
25036,HMSDIS,hms
25037,SHMSDIS,shms
25038,PI-SIDIS,coin
25041,PI-SIDIS,coin
25042,HMSDIS,hms
25043,SHMSDIS,shms
25044,PI-SIDIS,coin
25045,PI-SIDIS,coin
25046,PI-SIDIS,coin
25047,HMSDIS,hms
25048,SHMSDIS,shms
25049,PI-SIDIS,coin
25050,PI-SIDIS,coin
25051,PI-SIDIS,coin
25052,PI-SIDIS,coin
25053,PI-SIDIS,coin
25054,HMSDIS,hms
25055,SHMSDIS,shms
25056,PI-SIDIS,coin
25057,HMSDIS,hms
25058,SHMSDIS,shms
25059,PI-SIDIS,coin
25060,PI-SIDIS,coin
25061,PI-SIDIS,coin
25062,PI-SIDIS,coin
25063,PI-SIDIS,coin
25064,PI-SIDIS,coin
25065,PI-SIDIS,coin
25066,PI-SIDIS,coin
25067,PI-SIDIS,coin
25068,PI-SIDIS,coin
25069,PI-SIDIS,coin
25070,PI-SIDIS,coin
25071,PI-SIDIS,coin
25072,PI-SIDIS,coin
25073,PI-SIDIS,coin
25074,PI-SIDIS,coin
25076,PI-SIDIS,coin
25077,PI-SIDIS,coin
25078,PI-SIDIS,coin
25079,PI-SIDIS,coin
25080,PI-SIDIS,coin
25081,HMSDIS,hms
25082,SHMSDIS,shms
25083,PI-SIDIS,coin
25084,PI-SIDIS,coin
25085,PI-SIDIS,coin
25086,PI-SIDIS,coin
25087,PI-SIDIS,coin
25088,PI-SIDIS,coin
25089,HMSDIS,hms
25090,SHMSDIS,shms
25091,PI-SIDIS,coin
25092,PI-SIDIS,coin
25093,PI-SIDIS,coin
25094,HMSDIS,hms
25095,SHMSDIS,shms
25096,PI-SIDIS,coin
25097,PI-SIDIS,coin
25098,PI-SIDIS,coin
25099,PI-SIDIS,coin
25101,HMSDIS,hms
25102,PI-SIDIS,coin
25103,PI-SIDIS,coin
25104,PI-SIDIS,coin
25105,PI-SIDIS,coin
25106,HMSDIS,hms
25108,PI-SIDIS,coin
25109,PI-SIDIS,coin
25110,PI-SIDIS,coin
25111,PI-SIDIS,coin
25112,PI-SIDIS,coin
25114,PI-SIDIS,coin
25115,PI-SIDIS,coin
25116,PI-SIDIS,coin
25117,PI-SIDIS,coin
25119,PI-SIDIS,coin
25120,PI-SIDIS,coin
25121,PI-SIDIS,coin
25122,PI-SIDIS,coin
25123,PI-SIDIS,coin
25124,PI-SIDIS,coin
25125,HMSDIS,hms
25126,PI-SIDIS,coin
25127,PI-SIDIS,coin
25128,PI-SIDIS,coin
25129,PI-SIDIS,coin
25130,PI-SIDIS,coin
25131,PI-SIDIS,coin
25132,HMSDIS,hms
25133,HMSDIS,hms
25134,PI-SIDIS,coin
25135,PI-SIDIS,coin
25136,HMSDIS,hms
25137,HMSDIS,hms
25138,PI-SIDIS,coin
25139,PI-SIDIS,coin
25140,PI-SIDIS,coin
25141,PI-SIDIS,coin
25142,HMSDIS,hms
25143,SHMSDIS,shms
25144,SHMSDIS,shms
25145,HMSDIS,hms
25146,PI-SIDIS,coin
25147,PI-SIDIS,coin
25148,PI-SIDIS,coin
25149,PI-SIDIS,coin
25150,PI-SIDIS,coin
25151,PI-SIDIS,coin
25152,HMSDIS,hms
25153,SHMSDIS,shms
25154,PI-SIDIS,coin
25155,HMSDIS,hms
25156,SHMSDIS,shms
25157,PI-SIDIS,coin
25158,PI-SIDIS,coin
25162,PI-SIDIS,coin
25163,PI-SIDIS,coin
25164,PI-SIDIS,coin
25165,PI-SIDIS,coin
25166,PI-SIDIS,coin
25167,PI-SIDIS,coin
25168,PI-SIDIS,coin
25169,PI-SIDIS,coin
25170,PI-SIDIS,coin
25171,PI-SIDIS,coin
25178,HMSDIS,hms
25181,PI-SIDIS,coin
25182,PI-SIDIS,coin
25183,PI-SIDIS,coin
25184,PI-SIDIS,coin
25185,PI-SIDIS,coin
25186,HMSDIS,hms
25187,PI-SIDIS,coin
25188,SHMSDIS,shms
25189,PI-SIDIS,coin
25190,PI-SIDIS,coin
25191,SHMSDIS,shms
25192,PI-SIDIS,coin
25193,PI-SIDIS,coin
25194,PI-SIDIS,coin
25195,PI-SIDIS,coin
25196,PI-SIDIS,coin
25197,PI-SIDIS,coin
25198,PI-SIDIS,coin
25200,PI-SIDIS,coin
25201,PI-SIDIS,coin
25202,PI-SIDIS,coin
25203,PI-SIDIS,coin
25204,PI-SIDIS,coin
25205,PI-SIDIS,coin
25206,PI-SIDIS,coin
25207,PI-SIDIS,coin
25208,PI-SIDIS,coin
25210,PI-SIDIS,coin
25211,PI-SIDIS,coin
25212,HMSDIS,hms
25213,SHMSDIS,shms
25214,PI-SIDIS,coin
25215,HMSDIS,hms
25216,SHMSDIS,shms
25217,PI-SIDIS,coin
25218,PI-SIDIS,coin
25219,PI-SIDIS,coin
25220,PI-SIDIS,coin
25221,PI-SIDIS,coin
25222,PI-SIDIS,coin
25227,PI+SIDIS,coin
25228,PI+SIDIS,coin
25229,PI+SIDIS,coin
25230,PI+SIDIS,coin
25232,HMSDIS,hms
25233,PI+SIDIS,coin
25234,PI+SIDIS,coin
25235,PI+SIDIS,coin
25236,PI+SIDIS,coin
25237,PI+SIDIS,coin
25238,HMSDIS,hms
25239,SHMSDIS,shms
25240,PI+SIDIS,coin
25241,PI+SIDIS,coin
25243,HMSDIS,hms
25244,SHMSDIS,shms
25247,PI+SIDIS,coin
25248,PI+SIDIS,coin
25249,PI+SIDIS,coin
25250,HMSDIS,hms
25251,PI+SIDIS,coin
25252,PI+SIDIS,coin
25253,HMSDIS,hms
25255,PI+SIDIS,coin
25256,PI+SIDIS,coin
25257,PI+SIDIS,coin
25258,PI+SIDIS,coin
25259,PI+SIDIS,coin
25260,HMSDIS,hms
25261,SHMSDIS,shms
25262,PI+SIDIS,coin
25263,PI+SIDIS,coin
25264,PI+SIDIS,coin
25265,PI+SIDIS,coin
25266,PI+SIDIS,coin
25267,HMSDIS,hms
25268,SHMSDIS,shms
25269,PI+SIDIS,coin
25270,HMSDIS,hms
25271,SHMSDIS,shms
25272,PI+SIDIS,coin
25273,PI+SIDIS,coin
25274,HMSDIS,hms
25275,PI+SIDIS,coin
25276,PI+SIDIS,coin
25277,PI+SIDIS,coin
25278,HMSDIS,hms
25279,PI+SIDIS,coin
25280,PI+SIDIS,coin
25281,PI+SIDIS,coin
25282,PI+SIDIS,coin
25283,PI+SIDIS,coin
25284,HMSDIS,hms
25285,SHMSDIS,shms
25286,PI+SIDIS,coin
25287,PI+SIDIS,coin
25288,PI+SIDIS,coin
25289,PI+SIDIS,coin
25290,PI+SIDIS,coin
25291,HMSDIS,hms
25292,SHMSDIS,shms
25293,PI+SIDIS,coin
25294,HMSDIS,hms
25295,PI+SIDIS,coin
25296,PI+SIDIS,coin
25297,HMSDIS,hms
25298,PI+SIDIS,coin
25299,PI+SIDIS,coin
25300,PI+SIDIS,coin
25301,PI+SIDIS,coin
25302,HMSDIS,hms
25303,PI+SIDIS,coin
25305,PI+SIDIS,coin
25306,PI+SIDIS,coin
25308,HMSDIS,hms
25309,PI+SIDIS,coin
25310,PI+SIDIS,coin
25311,PI+SIDIS,coin
25312,PI+SIDIS,coin
25313,PI+SIDIS,coin
25314,PI+SIDIS,coin
25315,PI+SIDIS,coin
25316,PI+SIDIS,coin
25317,PI+SIDIS,coin
25318,PI+SIDIS,coin
25319,PI+SIDIS,coin
25320,PI+SIDIS,coin
25321,PI+SIDIS,coin
25322,PI+SIDIS,coin
25323,PI+SIDIS,coin
25328,PI+SIDIS,coin
25329,PI+SIDIS,coin
25330,PI+SIDIS,coin
25331,PI+SIDIS,coin
25333,PI+SIDIS,coin
25334,PI+SIDIS,coin
25335,HMSDIS,hms
25336,PI+SIDIS,coin
25337,PI+SIDIS,coin
25338,PI+SIDIS,coin
25340,PI+SIDIS,coin
25341,PI+SIDIS,coin
25342,PI+SIDIS,coin
25343,PI+SIDIS,coin
25344,PI+SIDIS,coin
25345,PI+SIDIS,coin
25356,PI+SIDIS,coin
25357,PI+SIDIS,coin
25358,PI+SIDIS,coin
25359,PI+SIDIS,coin
25360,PI+SIDIS,coin
25361,HMSDIS,hms
25363,PI+SIDIS,coin
25364,PI+SIDIS,coin
25365,PI+SIDIS,coin
25366,PI+SIDIS,coin
25367,HMSDIS,hms
25368,PI+SIDIS,coin
25369,HMSDIS,hms
25370,PI+SIDIS,coin
25371,PI+SIDIS,coin
25372,PI+SIDIS,coin
25373,HMSDIS,hms
25374,PI+SIDIS,coin
25375,PI+SIDIS,coin
25376,PI+SIDIS,coin
25378,HMSDIS,hms
25379,PI+SIDIS,coin
25380,PI+SIDIS,coin
25381,PI+SIDIS,coin
25382,PI+SIDIS,coin
25383,PI+SIDIS,coin
25384,PI+SIDIS,coin
25385,PI+SIDIS,coin
25386,PI+SIDIS,coin
25387,PI+SIDIS,coin
25388,PI+SIDIS,coin
25389,PI+SIDIS,coin
25391,HMSDIS,hms
25394,PI+SIDIS,coin
25395,PI+SIDIS,coin
25396,HMSDIS,hms
25397,HMSDIS,hms
25399,HMSDIS,hms
25400,HMSDIS,hms
25401,HMSDIS,hms
25402,HMSDIS,hms
25403,HMSDIS,hms
25404,HMSDIS,hms
25405,HMSDIS,hms
25406,HMSDIS,hms
25407,HMSDIS,hms
25408,HMSDIS,hms
25409,HMSDIS,hms
25410,HMSDIS,hms
25411,HMSDIS,hms
25412,HMSDIS,hms
25413,HMSDIS,hms
25414,HMSDIS,hms
25415,HMSDIS,hms
25416,HMSDIS,hms
25417,HMSDIS,hms
25418,HMSDIS,hms
25420,HMSDIS,hms
25421,HMSDIS,hms
25422,HMSDIS,hms
25423,PI-SIDIS,coin
25424,PI-SIDIS,coin
25425,PI-SIDIS,coin
25426,PI-SIDIS,coin
25427,PI-SIDIS,coin
25428,PI-SIDIS,coin
25429,PI-SIDIS,coin
25430,PI-SIDIS,coin
25431,HMSDIS,hms
25432,PI-SIDIS,coin
25433,PI-SIDIS,coin
25434,PI-SIDIS,coin
25435,PI-SIDIS,coin
25436,PI-SIDIS,coin
25437,PI-SIDIS,coin
25438,PI-SIDIS,coin
25439,PI-SIDIS,coin
25440,PI-SIDIS,coin
25441,PI-SIDIS,coin
25442,PI-SIDIS,coin
25443,PI-SIDIS,coin
25444,PI-SIDIS,coin
25445,PI-SIDIS,coin
25446,PI-SIDIS,coin
25447,PI-SIDIS,coin
25448,PI-SIDIS,coin
25449,PI-SIDIS,coin
25450,PI-SIDIS,coin
25451,PI-SIDIS,coin
25452,PI-SIDIS,coin
25453,PI-SIDIS,coin
25455,PI-SIDIS,coin
25456,HMSDIS,hms
25457,PI-SIDIS,coin
25459,PI-SIDIS,coin
25461,HMSDIS,hms
25462,PI-SIDIS,coin
25463,PI-SIDIS,coin
25464,PI+SIDIS,coin
25465,PI+SIDIS,coin
25466,PI+SIDIS,coin
25467,PI+SIDIS,coin
25468,PI+SIDIS,coin
25469,PI+SIDIS,coin
25470,HMSDIS,hms
25471,HMSDIS,hms
25472,HMSDIS,hms
25473,HMSDIS,hms
25474,PI+SIDIS,coin
25475,SHMSHEEP,coin
25476,SHMSHEEP,coin
25477,SHMSHEEP,coin
25478,SHMSHEEP,coin
25479,SHMSHEEP,coin
25480,SHMSHEEP,coin
25481,SHMSHEEP,coin
25482,SHMSHEEP,coin
25483,SHMSHEEP,coin
25484,PI-SIDIS,coin
25485,PI-SIDIS,coin
25486,PI-SIDIS,coin
25487,PI-SIDIS,coin
25488,PI-SIDIS,coin
25489,PI-SIDIS,coin
25490,PI-SIDIS,coin
25491,PI-SIDIS,coin
25492,PI-SIDIS,coin
25493,PI-SIDIS,coin
25494,PI-SIDIS,coin
25495,PI-SIDIS,coin
25496,PI-SIDIS,coin
25497,PI-SIDIS,coin
25498,PI-SIDIS,coin
25499,PI-SIDIS,coin
25500,PI-SIDIS,coin
25501,PI-SIDIS,coin
25502,PI-SIDIS,coin
25503,PI-SIDIS,coin
25504,PI-SIDIS,coin
25505,PI-SIDIS,coin
25506,PI-SIDIS,coin
25507,PI-SIDIS,coin
25508,PI-SIDIS,coin
25509,PI-SIDIS,coin
25510,PI-SIDIS,coin
25511,PI-SIDIS,coin
25512,PI-SIDIS,coin
25513,PI-SIDIS,coin
25514,PI-SIDIS,coin
25515,PI-SIDIS,coin
25516,PI-SIDIS,coin
25517,PI-SIDIS,coin
25518,PI-SIDIS,coin
25519,PI-SIDIS,coin
25520,PI-SIDIS,coin
25532,PI-SIDIS,coin
25533,PI-SIDIS,coin
25534,PI-SIDIS,coin
25536,PI-SIDIS,coin
25538,PI-SIDIS,coin
25539,PI+SIDIS,coin
25540,PI+SIDIS,coin
25541,PI+SIDIS,coin
25542,PI+SIDIS,coin
25543,PI+SIDIS,coin
25544,PI+SIDIS,coin
25545,PI+SIDIS,coin
25546,PI+SIDIS,coin
25547,PI+SIDIS,coin
25548,PI+SIDIS,coin
25550,HMSHEE,hms
25551,HMSHEE,hms
25552,HMSHEE,hms
25554,HMSHEE,hms
25555,HMSHEE,hms
25556,HMSHEE,hms
25557,HMSHEE,hms
25558,HMSHEE,hms
25560,HMSHEE,hms
25562,HMSHEE,hms
25563,HMSHEE,hms
25564,HMSHEE,hms
25565,HMSHEE,hms
25566,HMSHEE,hms
25567,HMSHEE,hms
25573,SHMSHEE,shms
25574,SHMSHEE,shms
25575,SHMSHEE,shms
25576,SHMSHEE,shms
25577,SHMSHEE,shms
25578,SHMSHEE,shms
25579,SHMSHEE,shms
25580,SHMSHEE,shms
25581,SHMSHEE,shms
25582,SHMSHEE,shms
25583,SHMSHEE,shms
25584,SHMSHEE,shms
25585,SHMSHEE,shms
25586,SHMSHEE,shms
25587,SHMSHEE,shms
25588,SHMSHEE,shms
25589,SHMSHEE,shms
25590,SHMSHEE,shms
25591,SHMSHEE,shms
25592,SHMSHEE,shms
25593,SHMSHEE,shms
25594,SHMSHEE,shms
25595,SHMSHEE,shms
25596,SHMSHEE,shms
25597,SHMSHEE,shms
25598,SHMSHEE,shms
25599,SHMSHEE,shms
25600,SHMSHEE,shms
25601,SHMSHEE,shms
25602,SHMSHEE,shms
25603,SHMSHEE,shms
