run,run_type,replay_mode
24465,HMSDIS,hms
24466,HMSDIS,hms
24468,SHMSDIS,shms
24469,PI+SIDIS,coin
24470,PI+SIDIS,coin
24471,PI+SIDIS,coin
24472,PI+SIDIS,coin
24473,PI+SIDIS,coin
24474,PI+SIDIS,coin
24475,PI+SIDIS,coin
24476,PI+SIDIS,coin
24477,PI+SIDIS,coin
24478,PI+SIDIS,coin
24479,PI+SIDIS,coin
24480,PI+SIDIS,coin
24481,HMSDIS,hms
24482,HMSDIS,hms
24483,HMSDIS,hms
24484,SHMSDIS,shms
24485,PI+SIDIS,coin
24486,PI+SIDIS,coin
24487,PI+SIDIS,coin
24488,PI+SIDIS,coin
24489,PI+SIDIS,coin
24490,PI+SIDIS,coin
24491,PI+SIDIS,coin
24492,PI+SIDIS,coin
24493,PI+SIDIS,coin
24494,PI+SIDIS,coin
24495,HMSDIS,hms
24496,HMSDIS,hms
24497,SHMSDIS,shms
24498,HMSDIS,hms
24499,PI+SIDIS,coin
24500,PI+SIDIS,coin
24501,PI+SIDIS,coin
24502,PI+SIDIS,coin
24503,PI+SIDIS,coin
24504,PI+SIDIS,coin
24505,PI+SIDIS,coin
24506,PI+SIDIS,coin
24507,PI+SIDIS,coin
24508,PI+SIDIS,coin
24509,PI+SIDIS,coin
24510,PI+SIDIS,coin
24511,PI+SIDIS,coin
24512,PI+SIDIS,coin
24513,PI+SIDIS,coin
24514,PI+SIDIS,coin
24515,PI+SIDIS,coin
24516,PI+SIDIS,coin
24517,PI+SIDIS,coin
24521,PI+SIDIS,coin
24522,PI+SIDIS,coin
24523,PI+SIDIS,coin
24524,PI+SIDIS,coin
24525,PI+SIDIS,coin
24526,PI+SIDIS,coin
24527,PI+SIDIS,coin
24528,PI+SIDIS,coin
24529,PI+SIDIS,coin
24530,PI+SIDIS,coin
24531,PI+SIDIS,coin
24532,PI+SIDIS,coin
24533,PI+SIDIS,coin
24534,PI+SIDIS,coin
24535,PI+SIDIS,coin
24536,PI+SIDIS,coin
24537,HMSDIS,hms
24541,HMSDIS,hms
24543,PI+SIDIS,coin
24544,HMSDIS,hms
24545,PI+SIDIS,coin
24546,HMSDIS,hms
24547,PI+SIDIS,coin
24549,HMSDIS,hms
24550,PI+SIDIS,coin
24551,HMSDIS,hms
24553,PI+SIDIS,coin
24554,PI+SIDIS,coin
24555,PI+SIDIS,coin
24556,PI+SIDIS,coin
24557,PI+SIDIS,coin
24558,PI+SIDIS,coin
24559,PI+SIDIS,coin
24560,PI+SIDIS,coin
24561,PI+SIDIS,coin
24562,PI+SIDIS,coin
24563,HMSDIS,hms
24564,PI+SIDIS,coin
24566,PI+SIDIS,coin
24567,PI+SIDIS,coin
24568,PI+SIDIS,coin
24569,PI+SIDIS,coin
24570,PI+SIDIS,coin
24572,PI-SIDIS,coin
24573,HMSDIS,hms
24574,PI-SIDIS,coin
24575,HMSDIS,hms
24576,PI-SIDIS,coin
24577,HMSDIS,hms
24578,PI-SIDIS,coin
24579,HMSDIS,hms
24580,PI-SIDIS,coin
24581,HMSDIS,hms
24582,PI-SIDIS,coin
24583,PI-SIDIS,coin
24584,PI-SIDIS,coin
24585,PI-SIDIS,coin
24587,PI-SIDIS,coin
24588,PI-SIDIS,coin
24589,PI-SIDIS,coin
24590,PI-SIDIS,coin
24591,PI-SIDIS,coin
24592,PI-SIDIS,coin
24593,PI-SIDIS,coin
24594,PI-SIDIS,coin
24595,PI-SIDIS,coin
24596,PI-SIDIS,coin
24597,PI-SIDIS,coin
24598,PI-SIDIS,coin
24599,PI-SIDIS,coin
24600,PI-SIDIS,coin
24601,PI+SIDIS,coin
24602,PI+SIDIS,coin
24603,PI+SIDIS,coin
24604,PI+SIDIS,coin
24605,PI+SIDIS,coin
24606,PI+SIDIS,coin
24607,PI+SIDIS,coin
24608,PI+SIDIS,coin
24609,PI+SIDIS,coin
24610,PI+SIDIS,coin
24611,PI+SIDIS,coin
24612,PI+SIDIS,coin
24613,PI+SIDIS,coin
24614,PI+SIDIS,coin
24615,PI+SIDIS,coin
24616,PI+SIDIS,coin
24617,PI+SIDIS,coin
24618,PI+SIDIS,coin
24619,PI+SIDIS,coin
24620,PI+SIDIS,coin
24621,PI+SIDIS,coin
24622,PI+SIDIS,coin
24625,SHMSDIS,shms
24626,HMSDIS,hms
24627,PI+SIDIS,coin
24628,PI+SIDIS,coin
24629,PI+SIDIS,coin
24630,PI+SIDIS,coin
24631,PI+SIDIS,coin
24632,PI+SIDIS,coin
24633,PI+SIDIS,coin
24634,PI+SIDIS,coin
24635,PI+SIDIS,coin
24636,PI+SIDIS,coin
24637,HMSDIS,hms
24640,SHMSDIS,shms
24641,PI+SIDIS,coin
24642,PI+SIDIS,coin
24643,PI+SIDIS,coin
24644,HMSDIS,hms
24645,SHMSDIS,shms
24646,PI+SIDIS,coin
24647,PI+SIDIS,coin
24648,PI+SIDIS,coin
24649,PI+SIDIS,coin
24650,PI+SIDIS,coin
24651,PI+SIDIS,coin
24652,HMSDIS,hms
24653,SHMSDIS,shms
24654,PI+SIDIS,coin
24655,PI+SIDIS,coin
24656,PI+SIDIS,coin
24657,PI+SIDIS,coin
24658,PI+SIDIS,coin
24659,PI+SIDIS,coin
24660,PI+SIDIS,coin
24661,PI+SIDIS,coin
24662,PI+SIDIS,coin
24663,HMSDIS,hms
24665,SHMSDIS,shms
24666,PI+SIDIS,coin
24667,PI+SIDIS,coin
24668,PI+SIDIS,coin
24669,PI+SIDIS,coin
24670,PI+SIDIS,coin
24671,PI+SIDIS,coin
24672,PI+SIDIS,coin
24673,PI+SIDIS,coin
24674,PI+SIDIS,coin
24675,PI+SIDIS,coin
24676,PI+SIDIS,coin
24677,PI+SIDIS,coin
24678,PI+SIDIS,coin
24679,PI+SIDIS,coin
24680,PI+SIDIS,coin
24681,PI+SIDIS,coin
24682,PI+SIDIS,coin
24683,PI+SIDIS,coin
24684,PI+SIDIS,coin
24685,PI+SIDIS,coin
24686,PI+SIDIS,coin
24687,PI+SIDIS,coin
24688,PI+SIDIS,coin
24690,PI-SIDIS,coin
24691,PI-SIDIS,coin
24692,PI-SIDIS,coin
24693,PI-SIDIS,coin
24694,PI-SIDIS,coin
24695,PI-SIDIS,coin
24696,PI-SIDIS,coin
24697,PI-SIDIS,coin
24698,PI-SIDIS,coin
24699,PI-SIDIS,coin
24701,PI-SIDIS,coin
24702,PI-SIDIS,coin
24703,PI-SIDIS,coin
24705,HMSDIS,hms
24706,SHMSDIS,shms
24707,PI-SIDIS,coin
24708,PI-SIDIS,coin
24709,PI-SIDIS,coin
24710,PI-SIDIS,coin
24711,HMSDIS,hms
24712,SHMSDIS,shms
24713,PI-SIDIS,coin
24714,PI-SIDIS,coin
24715,PI-SIDIS,coin
24716,PI-SIDIS,coin
24717,PI-SIDIS,coin
24718,PI-SIDIS,coin
24719,PI-SIDIS,coin
24720,PI-SIDIS,coin
24721,PI-SIDIS,coin
24722,PI-SIDIS,coin
24723,PI-SIDIS,coin
24724,PI-SIDIS,coin
24725,PI-SIDIS,coin
24726,PI-SIDIS,coin
24727,PI-SIDIS,coin
24728,PI-SIDIS,coin
24729,PI-SIDIS,coin
24730,PI-SIDIS,coin
24731,PI-SIDIS,coin
24732,PI-SIDIS,coin
24733,PI-SIDIS,coin
24734,PI-SIDIS,coin
24736,PI-SIDIS,coin
24737,PI-SIDIS,coin
24738,PI-SIDIS,coin
24739,PI-SIDIS,coin
24740,PI-SIDIS,coin
24741,PI-SIDIS,coin
24742,PI-SIDIS,coin
24743,PI-SIDIS,coin
24744,PI-SIDIS,coin
24745,PI-SIDIS,coin
24746,PI-SIDIS,coin
24747,PI-SIDIS,coin
24748,PI-SIDIS,coin
24750,HMSDIS,hms
24752,SHMSDIS,shms
24753,PI-SIDIS,coin
24755,PI-SIDIS,coin
24756,PI-SIDIS,coin
24758,PI-SIDIS,coin
24759,PI-SIDIS,coin
24763,HMSDIS,hms
24765,SHMSDIS,shms
24766,PI-SIDIS,coin
24767,PI-SIDIS,coin
24768,PI-SIDIS,coin
24769,PI-SIDIS,coin
24770,PI-SIDIS,coin
24772,PI-SIDIS,coin
24773,PI-SIDIS,coin
24774,PI-SIDIS,coin
24775,PI-SIDIS,coin
24776,PI-SIDIS,coin
24777,PI-SIDIS,coin
24778,PI-SIDIS,coin
24779,PI+SIDIS,coin
24780,PI+SIDIS,coin
24781,PI+SIDIS,coin
24782,PI+SIDIS,coin
24783,PI+SIDIS,coin
24784,PI+SIDIS,coin
24785,PI+SIDIS,coin
24786,PI+SIDIS,coin
24787,PI+SIDIS,coin
24788,PI+SIDIS,coin
24789,PI+SIDIS,coin
24790,PI+SIDIS,coin
24791,PI+SIDIS,coin
24792,HMSDIS,hms
24793,SHMSDIS,shms
24794,PI+SIDIS,coin
24795,PI+SIDIS,coin
24796,PI+SIDIS,coin
24797,PI+SIDIS,coin
24798,PI+SIDIS,coin
24800,HMSDIS,hms
24802,SHMSDIS,shms
24803,PI+SIDIS,coin
24804,PI+SIDIS,coin
24805,PI+SIDIS,coin
24806,PI+SIDIS,coin
24807,PI+SIDIS,coin
24808,PI+SIDIS,coin
24809,PI+SIDIS,coin
24810,PI+SIDIS,coin
24811,PI+SIDIS,coin
24812,PI+SIDIS,coin
24813,PI+SIDIS,coin
24814,PI+SIDIS,coin
24815,PI+SIDIS,coin
24816,PI+SIDIS,coin
24817,PI+SIDIS,coin
24818,PI+SIDIS,coin
24819,PI+SIDIS,coin
24820,PI+SIDIS,coin
24821,PI+SIDIS,coin
24822,PI+SIDIS,coin
24823,PI+SIDIS,coin
24824,PI+SIDIS,coin
24825,PI+SIDIS,coin
24826,PI+SIDIS,coin
24827,PI+SIDIS,coin
24828,PI+SIDIS,coin
24829,PI-SIDIS,coin
24830,PI-SIDIS,coin
24831,PI-SIDIS,coin
24832,PI-SIDIS,coin
24833,SHMSHEE,shms
24834,SHMSHEE,shms
24835,SHMSHEE,shms
24836,SHMSHEE,shms
24837,SHMSHEE,shms
24838,SHMSHEE,shms
24839,SHMSHEE,shms
24840,SHMSHEE,shms
24841,SHMSHEE,shms
24842,SHMSHEE,shms
24843,SHMSHEE,shms
24844,SHMSHEE,shms
24845,SHMSHEE,shms
24846,SHMSHEE,shms
24847,HMSDIS,hms
24848,HMSDIS,hms
24861,PI-SIDIS,coin
24862,PI-SIDIS,coin
24863,PI-SIDIS,coin
24864,PI-SIDIS,coin
24865,PI+SIDIS,coin
24866,PI+SIDIS,coin
24867,PI+SIDIS,coin
24868,PI+SIDIS,coin
24870,PI+SIDIS,coin
24871,PI+SIDIS,coin
24872,PI+SIDIS,coin
24873,PI+SIDIS,coin
24874,PI+SIDIS,coin
24877,PI+SIDIS,coin
24878,PI+SIDIS,coin
24879,PI+SIDIS,coin
24880,PI+SIDIS,coin
24881,PI+SIDIS,coin
24882,PI+SIDIS,coin
24883,PI+SIDIS,coin
24884,HMSDIS,hms
24885,SHMSDIS,shms
24886,PI+SIDIS,coin
24887,PI+SIDIS,coin
24888,PI+SIDIS,coin
24889,PI+SIDIS,coin
24890,PI+SIDIS,coin
24891,HMSDIS,hms
24892,SHMSDIS,shms
24893,PI+SIDIS,coin
24894,PI+SIDIS,coin
24895,HMSDIS,hms
24896,SHMSDIS,shms
24897,PI+SIDIS,coin
24898,PI+SIDIS,coin
24899,PI+SIDIS,coin
24900,HMSDIS,hms
24901,SHMSDIS,shms
24902,PI+SIDIS,coin
24903,PI+SIDIS,coin
24905,HMSDIS,hms
24906,HMSDIS,hms
24907,PI+SIDIS,coin
24908,PI+SIDIS,coin
24909,PI+SIDIS,coin
24910,PI+SIDIS,coin
24911,HMSDIS,hms
24912,SHMSDIS,shms
24913,PI+SIDIS,coin
24914,PI+SIDIS,coin
24915,PI+SIDIS,coin
24916,PI+SIDIS,coin
24917,PI+SIDIS,coin
24920,PI+SIDIS,coin
24921,PI+SIDIS,coin
24922,HMSDIS,hms
24923,SHMSDIS,shms
24924,PI+SIDIS,coin
