phase,run,run_type,replay_mode,root_file,t_entries,tsh_last_evnumber,tsh_difference,tsh_flag,tsp_last_evnumber,tsp_difference,tsp_flag,overall_flag,status
phase1,24950,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24950_-1.root,535900,554782,18882,1,554782,18882,1,1,DISCREPANCY
phase1,24951,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24951_-1.root,182686,207672,24986,1,207672,24986,1,1,DISCREPANCY
phase1,24952,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24952_-1.root,786713,816863,30150,1,816863,30150,1,1,DISCREPANCY
phase1,24953,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24953_-1.root,1378383,1396304,17921,1,1396304,17921,1,1,DISCREPANCY
phase1,24954,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24954_-1.root,1298321,1317536,19215,1,1317536,19215,1,1,DISCREPANCY
phase1,24955,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24955_-1.root,347824,367327,19503,1,367327,19503,1,1,DISCREPANCY
phase1,24956,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24956_-1.root,689499,708852,19353,1,708852,19353,1,1,DISCREPANCY
phase1,24957,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24957_-1.root,611229,620818,9589,1,620818,9589,1,1,DISCREPANCY
phase1,24958,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24958_-1.root,1151374,1168887,17513,1,1168887,17513,1,1,DISCREPANCY
phase1,24959,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24959_-1.root,1190304,1209517,19213,1,1209517,19213,1,1,DISCREPANCY
phase1,24960,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24960_-1.root,79079,94580,15501,1,94580,15501,1,1,DISCREPANCY
phase1,24961,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24961_-1.root,456476,475835,19359,1,475835,19359,1,1,DISCREPANCY
phase1,24962,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24962_-1.root,420794,439070,18276,1,439070,18276,1,1,DISCREPANCY
phase1,24964,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24964_-1.root,449374,469687,20313,1,469687,20313,1,1,DISCREPANCY
phase1,24965,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24965_-1.root,160999,186668,25669,1,186668,25669,1,1,DISCREPANCY
phase1,24966,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24966_-1.root,130688,151092,20404,1,151092,20404,1,1,DISCREPANCY
phase1,24969,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24969_-1.root,482028,499543,17515,1,499543,17515,1,1,DISCREPANCY
phase1,24970,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24970_-1.root,535822,555093,19271,1,555093,19271,1,1,DISCREPANCY
phase1,24971,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24971_-1.root,523468,542370,18902,1,542370,18902,1,1,DISCREPANCY
phase1,24972,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24972_-1.root,1507626,1525380,17754,1,1525380,17754,1,1,DISCREPANCY
phase1,24974,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24974_-1.root,156837,176979,20142,1,176979,20142,1,1,DISCREPANCY
phase1,24975,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24975_-1.root,154350,177323,22973,1,177323,22973,1,1,DISCREPANCY
phase1,24981,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24981_-1.root,378633,397714,19081,1,397714,19081,1,1,DISCREPANCY
phase1,24982,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24982_-1.root,386126,404716,18590,1,404716,18590,1,1,DISCREPANCY
phase1,24985,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24985_-1.root,615952,636155,20203,1,636155,20203,1,1,DISCREPANCY
phase1,24986,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24986_-1.root,601583,621842,20259,1,621842,20259,1,1,DISCREPANCY
phase1,24987,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24987_-1.root,555265,572465,17200,1,572465,17200,1,1,DISCREPANCY
phase1,24988,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24988_-1.root,147759,165090,17331,1,165090,17331,1,1,DISCREPANCY
phase1,24991,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24991_-1.root,547684,566325,18641,1,566325,18641,1,1,DISCREPANCY
phase1,24992,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24992_-1.root,524544,544550,20006,1,544550,20006,1,1,DISCREPANCY
phase1,24994,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24994_-1.root,571111,592100,20989,1,592100,20989,1,1,DISCREPANCY
phase1,24995,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24995_-1.root,524204,542678,18474,1,542678,18474,1,1,DISCREPANCY
phase1,24998,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24998_-1.root,478770,499231,20461,1,499231,20461,1,1,DISCREPANCY
phase1,24999,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24999_-1.root,474675,496261,21586,1,496261,21586,1,1,DISCREPANCY
phase1,25000,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25000_-1.root,137331,157622,20291,1,157622,20291,1,1,DISCREPANCY
phase1,25001,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25001_-1.root,125729,145021,19292,1,145021,19292,1,1,DISCREPANCY
phase1,25002,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25002_-1.root,153573,173607,20034,1,173607,20034,1,1,DISCREPANCY
phase1,25003,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25003_-1.root,142855,160732,17877,1,160732,17877,1,1,DISCREPANCY
phase1,25004,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25004_-1.root,398253,417845,19592,1,417845,19592,1,1,DISCREPANCY
phase1,25005,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25005_-1.root,358625,375783,17158,1,375783,17158,1,1,DISCREPANCY
phase1,25006,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25006_-1.root,528161,548150,19989,1,548150,19989,1,1,DISCREPANCY
phase1,25007,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25007_-1.root,450514,468674,18160,1,468674,18160,1,1,DISCREPANCY
phase1,25008,PI+SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25008_-1.root,59269,62373,3104,1,62373,3104,1,1,DISCREPANCY
phase1,25010,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25010_-1.root,1507544,1525752,18208,1,1525752,18208,1,1,DISCREPANCY
phase1,25011,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25011_-1.root,1558066,1575796,17730,1,1575796,17730,1,1,DISCREPANCY
phase1,25012,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25012_-1.root,418669,437840,19171,1,437840,19171,1,1,DISCREPANCY
phase1,25016,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25016_-1.root,678598,694651,16053,1,694651,16053,1,1,DISCREPANCY
phase1,25017,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25017_-1.root,1430020,1454693,24673,1,1454693,24673,1,1,DISCREPANCY
phase1,25018,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25018_-1.root,1726487,1735413,8926,1,1735413,8926,1,1,DISCREPANCY
phase1,25019,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25019_-1.root,551935,570898,18963,1,570898,18963,1,1,DISCREPANCY
phase1,25020,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25020_-1.root,165791,185059,19268,1,185059,19268,1,1,DISCREPANCY
phase1,25026,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25026_-1.root,525321,544432,19111,1,544432,19111,1,1,DISCREPANCY
phase1,25027,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25027_-1.root,492608,512212,19604,1,512212,19604,1,1,DISCREPANCY
phase1,25030,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25030_-1.root,1491292,1511762,20470,1,1511762,20470,1,1,DISCREPANCY
phase1,25031,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25031_-1.root,844229,857497,13268,1,857497,13268,1,1,DISCREPANCY
phase1,25034,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25034_-1.root,735758,744625,8867,1,744625,8867,1,1,DISCREPANCY
phase1,25035,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25035_-1.root,336794,357511,20717,1,357511,20717,1,1,DISCREPANCY
phase1,25038,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25038_-1.root,1067615,1085303,17688,1,1085303,17688,1,1,DISCREPANCY
phase1,25041,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25041_-1.root,1100033,1119349,19316,1,1119349,19316,1,1,DISCREPANCY
phase1,25044,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25044_-1.root,1057364,1074769,17405,1,1074769,17405,1,1,DISCREPANCY
phase1,25045,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25045_-1.root,1118420,1138549,20129,1,1138549,20129,1,1,DISCREPANCY
phase1,25046,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25046_-1.root,309730,328797,19067,1,328797,19067,1,1,DISCREPANCY
phase1,25049,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25049_-1.root,944296,963414,19118,1,963414,19118,1,1,DISCREPANCY
phase1,25050,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25050_-1.root,1045507,1064461,18954,1,1064461,18954,1,1,DISCREPANCY
phase1,25051,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25051_-1.root,1784106,1795692,11586,1,1795692,11586,1,1,DISCREPANCY
phase1,25052,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25052_-1.root,431171,450003,18832,1,450003,18832,1,1,DISCREPANCY
phase1,25053,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25053_-1.root,123902,142488,18586,1,142488,18586,1,1,DISCREPANCY
phase1,25056,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25056_-1.root,730335,756228,25893,1,756228,25893,1,1,DISCREPANCY
phase1,25059,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25059_-1.root,1063946,1081439,17493,1,1081439,17493,1,1,DISCREPANCY
phase1,25060,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25060_-1.root,1054435,1073015,18580,1,1073015,18580,1,1,DISCREPANCY
phase1,25061,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25061_-1.root,1166072,1196814,30742,1,1196814,30742,1,1,DISCREPANCY
phase1,25062,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25062_-1.root,732127,749764,17637,1,749764,17637,1,1,DISCREPANCY
phase1,25063,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25063_-1.root,379633,392866,13233,1,392866,13233,1,1,DISCREPANCY
phase1,25064,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25064_-1.root,508302,520822,12520,1,520822,12520,1,1,DISCREPANCY
phase1,25065,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25065_-1.root,1129426,1148666,19240,1,1148666,19240,1,1,DISCREPANCY
phase1,25066,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25066_-1.root,1019166,1038901,19735,1,1038901,19735,1,1,DISCREPANCY
phase1,25067,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25067_-1.root,1030519,1049114,18595,1,1049114,18595,1,1,DISCREPANCY
phase1,25068,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25068_-1.root,326033,345866,19833,1,345866,19833,1,1,DISCREPANCY
phase1,25069,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25069_-1.root,961218,980724,19506,1,980724,19506,1,1,DISCREPANCY
phase1,25070,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25070_-1.root,900521,919438,18917,1,919438,18917,1,1,DISCREPANCY
phase1,25071,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25071_-1.root,1054233,1073691,19458,1,1073691,19458,1,1,DISCREPANCY
phase1,25072,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25072_-1.root,411476,427905,16429,1,427905,16429,1,1,DISCREPANCY
phase1,25073,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25073_-1.root,130900,150191,19291,1,150191,19291,1,1,DISCREPANCY
phase1,25074,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25074_-1.root,434701,450979,16278,1,450979,16278,1,1,DISCREPANCY
phase1,25076,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25076_-1.root,355452,372915,17463,1,372915,17463,1,1,DISCREPANCY
phase1,25077,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25077_-1.root,341528,359073,17545,1,359073,17545,1,1,DISCREPANCY
phase1,25078,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25078_-1.root,372109,391037,18928,1,391037,18928,1,1,DISCREPANCY
phase1,25079,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25079_-1.root,152557,170595,18038,1,170595,18038,1,1,DISCREPANCY
phase1,25080,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25080_-1.root,153094,171490,18396,1,171490,18396,1,1,DISCREPANCY
phase1,25083,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25083_-1.root,249007,265668,16661,1,265668,16661,1,1,DISCREPANCY
phase1,25084,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25084_-1.root,514070,538590,24520,1,538590,24520,1,1,DISCREPANCY
phase1,25085,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25085_-1.root,310679,325350,14671,1,325350,14671,1,1,DISCREPANCY
phase1,25086,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25086_-1.root,1227496,1246796,19300,1,1246796,19300,1,1,DISCREPANCY
phase1,25087,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25087_-1.root,97822,115549,17727,1,115549,17727,1,1,DISCREPANCY
phase1,25088,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_25088_-1.root,106475,124489,18014,1,124489,18014,1,1,DISCREPANCY
