phase,run,run_type,replay_mode,root_file,t_entries,tsh_last_evnumber,tsh_difference,tsh_flag,tsp_last_evnumber,tsp_difference,tsp_flag,overall_flag,status
phase1,23860,HMSDIS,hms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/hms_coin_replay_production_23860_-1.root,2322599,2322600,1,0,,,,0,OK
phase1,23861,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23861_-1.root,184441,184442,1,0,184442,1,0,0,OK
phase1,23862,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23862_-1.root,280478,280479,1,0,280479,1,0,0,OK
phase1,23864,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23864_-1.root,233559,233560,1,0,233560,1,0,0,OK
phase1,23865,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23865_-1.root,171320,171321,1,0,171321,1,0,0,OK
phase1,23866,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23866_-1.root,68833,68834,1,0,68834,1,0,0,OK
phase1,23867,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23867_-1.root,138591,138592,1,0,138592,1,0,0,OK
phase1,23868,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23868_-1.root,162532,162533,1,0,162533,1,0,0,OK
phase1,23876,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23876_-1.root,123411,123412,1,0,123412,1,0,0,OK
phase1,23878,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23878_-1.root,131436,131437,1,0,131437,1,0,0,OK
phase1,23879,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23879_-1.root,81476,81477,1,0,81477,1,0,0,OK
phase1,23880,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23880_-1.root,867791,867792,1,0,867792,1,0,0,OK
phase1,23881,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23881_-1.root,75586,75587,1,0,75587,1,0,0,OK
phase1,23882,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23882_-1.root,86326,86327,1,0,86327,1,0,0,OK
phase1,23883,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23883_-1.root,84065,84066,1,0,84066,1,0,0,OK
phase1,23884,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23884_-1.root,90683,90684,1,0,90684,1,0,0,OK
phase1,23885,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23885_-1.root,23542,23543,1,0,23543,1,0,0,OK
phase1,23886,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23886_-1.root,117387,117388,1,0,117388,1,0,0,OK
phase1,23887,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23887_-1.root,115426,115427,1,0,115427,1,0,0,OK
phase1,23888,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23888_-1.root,98545,98546,1,0,98546,1,0,0,OK
phase1,23889,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23889_-1.root,105107,105108,1,0,105108,1,0,0,OK
phase1,23890,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23890_-1.root,56206,56207,1,0,56207,1,0,0,OK
phase1,23891,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23891_-1.root,24716,24717,1,0,24717,1,0,0,OK
phase1,23892,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23892_-1.root,192256,192257,1,0,192257,1,0,0,OK
phase1,23893,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23893_-1.root,173651,173652,1,0,173652,1,0,0,OK
phase1,23894,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23894_-1.root,173367,173368,1,0,173368,1,0,0,OK
phase1,23895,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23895_-1.root,177093,177094,1,0,177094,1,0,0,OK
phase1,23896,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23896_-1.root,57438,57439,1,0,57439,1,0,0,OK
phase1,23897,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23897_-1.root,211778,211779,1,0,211779,1,0,0,OK
phase1,23898,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23898_-1.root,261130,261131,1,0,261131,1,0,0,OK
phase1,23899,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23899_-1.root,249884,249885,1,0,249885,1,0,0,OK
phase1,23900,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23900_-1.root,313228,313229,1,0,313229,1,0,0,OK
phase1,23901,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23901_-1.root,21652,21653,1,0,21653,1,0,0,OK
phase1,23902,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23902_-1.root,139591,139592,1,0,139592,1,0,0,OK
phase1,23903,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23903_-1.root,18641,18642,1,0,18642,1,0,0,OK
phase1,23904,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23904_-1.root,164471,164472,1,0,164472,1,0,0,OK
phase1,23905,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23905_-1.root,159016,159017,1,0,159017,1,0,0,OK
phase1,23906,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23906_-1.root,159122,159123,1,0,159123,1,0,0,OK
phase1,23907,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23907_-1.root,170681,170682,1,0,170682,1,0,0,OK
phase1,23908,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23908_-1.root,49291,49292,1,0,49292,1,0,0,OK
phase1,23909,HMSDIS,hms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/hms_coin_replay_production_23909_-1.root,1513976,1513977,1,0,,,,0,OK
phase1,23911,SHMSDIS,shms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/shms_coin_replay_production_23911_-1.root,2157438,,,,2157439,1,0,0,OK
phase1,23912,SHMSDIS,shms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/shms_coin_replay_production_23912_-1.root,1106241,,,,1106242,1,0,0,OK
phase1,23913,SHMSDIS,shms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/shms_coin_replay_production_23913_-1.root,1040722,,,,1040723,1,0,0,OK
phase1,23915,SHMSDIS,shms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/shms_coin_replay_production_23915_-1.root,1979347,,,,1979348,1,0,0,OK
phase1,23918,HMSDIS,hms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/hms_coin_replay_production_23918_-1.root,402725,402726,1,0,,,,0,OK
phase1,23919,HMSDIS,hms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/hms_coin_replay_production_23919_-1.root,1289127,1289128,1,0,,,,0,OK
phase1,23925,HMSDIS,hms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/hms_coin_replay_production_23925_-1.root,1007468,1007469,1,0,,,,0,OK
phase1,23933,SHMSDIS,shms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/shms_coin_replay_production_23933_-1.root,2190108,,,,2190109,1,0,0,OK
phase1,23934,HMSDIS,hms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/hms_coin_replay_production_23934_-1.root,2240653,2240654,1,0,,,,0,OK
phase1,23937,SHMSDIS,shms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/shms_coin_replay_production_23937_-1.root,2101492,,,,2101493,1,0,0,OK
phase1,23938,HMSDIS,hms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/hms_coin_replay_production_23938_-1.root,1360135,1360136,1,0,,,,0,OK
phase1,23941,SHMSDIS,shms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/shms_coin_replay_production_23941_-1.root,2120697,,,,2120698,1,0,0,OK
phase1,23942,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23942_-1.root,42321,42322,1,0,42322,1,0,0,OK
phase1,23943,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23943_-1.root,12782,12783,1,0,12783,1,0,0,OK
phase1,23944,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23944_-1.root,165297,165298,1,0,165298,1,0,0,OK
phase1,23945,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23945_-1.root,103995,103996,1,0,103996,1,0,0,OK
phase1,23946,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23946_-1.root,171844,171845,1,0,171845,1,0,0,OK
phase1,23947,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23947_-1.root,169294,169295,1,0,169295,1,0,0,OK
phase1,23948,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23948_-1.root,179006,179007,1,0,179007,1,0,0,OK
phase1,23949,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23949_-1.root,16427,16428,1,0,16428,1,0,0,OK
phase1,23950,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23950_-1.root,197254,197255,1,0,197255,1,0,0,OK
phase1,23951,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23951_-1.root,212616,212617,1,0,212617,1,0,0,OK
phase1,23952,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23952_-1.root,171038,171039,1,0,171039,1,0,0,OK
phase1,23953,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23953_-1.root,168930,168931,1,0,168931,1,0,0,OK
phase1,23954,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23954_-1.root,45636,45637,1,0,45637,1,0,0,OK
phase1,23955,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23955_-1.root,123353,123354,1,0,123354,1,0,0,OK
phase1,23956,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23956_-1.root,22409,22410,1,0,22410,1,0,0,OK
phase1,23957,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23957_-1.root,66809,66810,1,0,66810,1,0,0,OK
phase1,23960,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23960_-1.root,195358,195359,1,0,195359,1,0,0,OK
phase1,23961,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23961_-1.root,44299,44300,1,0,44300,1,0,0,OK
phase1,23962,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23962_-1.root,11015,11016,1,0,11016,1,0,0,OK
phase1,23963,HMSDIS,hms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/hms_coin_replay_production_23963_-1.root,1403361,1403362,1,0,,,,0,OK
phase1,23964,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23964_-1.root,400646,400647,1,0,400647,1,0,0,OK
phase1,23965,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23965_-1.root,360876,360877,1,0,360877,1,0,0,OK
phase1,23966,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23966_-1.root,422914,422915,1,0,422915,1,0,0,OK
phase1,23967,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23967_-1.root,191729,191730,1,0,191730,1,0,0,OK
phase1,23968,HMSDIS,hms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/hms_coin_replay_production_23968_-1.root,1464003,1464004,1,0,,,,0,OK
phase1,23969,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23969_-1.root,364466,364467,1,0,364467,1,0,0,OK
phase1,23970,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23970_-1.root,349986,349987,1,0,349987,1,0,0,OK
phase1,23971,HMSDIS,hms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/hms_coin_replay_production_23971_-1.root,1326354,1326355,1,0,,,,0,OK
phase1,23972,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23972_-1.root,255293,255294,1,0,255294,1,0,0,OK
phase1,23973,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23973_-1.root,84169,84170,1,0,84170,1,0,0,OK
phase1,23974,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23974_-1.root,240059,240060,1,0,240060,1,0,0,OK
phase1,23975,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23975_-1.root,39127,39128,1,0,39128,1,0,0,OK
phase1,23976,HMSDIS,hms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/hms_coin_replay_production_23976_-1.root,1026720,1026721,1,0,,,,0,OK
phase1,23977,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23977_-1.root,198204,198205,1,0,198205,1,0,0,OK
phase1,23979,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23979_-1.root,1836661,1836662,1,0,1836662,1,0,0,OK
phase1,23980,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23980_-1.root,149650,149651,1,0,149651,1,0,0,OK
phase1,23981,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23981_-1.root,244114,244115,1,0,244115,1,0,0,OK
phase1,23982,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23982_-1.root,78471,78472,1,0,78472,1,0,0,OK
phase1,23983,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23983_-1.root,329671,329672,1,0,329672,1,0,0,OK
phase1,23984,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23984_-1.root,219592,219593,1,0,219593,1,0,0,OK
phase1,23985,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23985_-1.root,234022,234023,1,0,234023,1,0,0,OK
phase1,23986,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23986_-1.root,225524,225525,1,0,225525,1,0,0,OK
phase1,23987,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23987_-1.root,199384,199385,1,0,199385,1,0,0,OK
phase1,23988,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23988_-1.root,214735,214736,1,0,214736,1,0,0,OK
phase1,23989,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23989_-1.root,334609,334610,1,0,334610,1,0,0,OK
phase1,23990,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23990_-1.root,98929,98930,1,0,98930,1,0,0,OK
phase1,23991,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23991_-1.root,26812,26813,1,0,26813,1,0,0,OK
phase1,23992,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23992_-1.root,413196,413197,1,0,413197,1,0,0,OK
phase1,23993,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23993_-1.root,494798,494799,1,0,494799,1,0,0,OK
phase1,23994,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23994_-1.root,580901,580902,1,0,580902,1,0,0,OK
phase1,23995,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23995_-1.root,376655,376656,1,0,376656,1,0,0,OK
phase1,23996,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23996_-1.root,260540,260541,1,0,260541,1,0,0,OK
phase1,23998,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23998_-1.root,119877,119878,1,0,119878,1,0,0,OK
phase1,23999,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_23999_-1.root,221227,221228,1,0,221228,1,0,0,OK
phase1,24001,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24001_-1.root,449757,449758,1,0,449758,1,0,0,OK
phase1,24002,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24002_-1.root,470194,470195,1,0,470195,1,0,0,OK
phase1,24003,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24003_-1.root,451668,451669,1,0,451669,1,0,0,OK
phase1,24004,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24004_-1.root,135639,135640,1,0,135640,1,0,0,OK
phase1,24005,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24005_-1.root,465166,465167,1,0,465167,1,0,0,OK
phase1,24006,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24006_-1.root,416893,416894,1,0,416894,1,0,0,OK
phase1,24007,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24007_-1.root,412314,412315,1,0,412315,1,0,0,OK
phase1,24008,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24008_-1.root,113601,113602,1,0,113602,1,0,0,OK
phase1,24009,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24009_-1.root,575934,575935,1,0,575935,1,0,0,OK
phase1,24010,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24010_-1.root,512560,512561,1,0,512561,1,0,0,OK
phase1,24011,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24011_-1.root,322140,322141,1,0,322141,1,0,0,OK
phase1,24012,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24012_-1.root,326501,326502,1,0,326502,1,0,0,OK
phase1,24013,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24013_-1.root,358020,358021,1,0,358021,1,0,0,OK
phase1,24014,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24014_-1.root,335343,335344,1,0,335344,1,0,0,OK
phase1,24015,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24015_-1.root,170788,170789,1,0,170789,1,0,0,OK
phase1,24016,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24016_-1.root,48456,48457,1,0,48457,1,0,0,OK
phase1,24017,HMSDIS,hms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/hms_coin_replay_production_24017_-1.root,1808737,1808738,1,0,,,,0,OK
phase1,24018,SHMSDIS,shms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/shms_coin_replay_production_24018_-1.root,2093780,,,,2093781,1,0,0,OK
phase1,24019,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24019_-1.root,458909,458910,1,0,458910,1,0,0,OK
phase1,24020,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24020_-1.root,408292,408293,1,0,408293,1,0,0,OK
phase1,24021,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24021_-1.root,467658,467659,1,0,467659,1,0,0,OK
phase1,24022,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24022_-1.root,473723,473724,1,0,473724,1,0,0,OK
phase1,24023,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24023_-1.root,52504,52505,1,0,52505,1,0,0,OK
phase1,24024,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24024_-1.root,242375,242376,1,0,242376,1,0,0,OK
phase1,24026,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24026_-1.root,133528,133529,1,0,133529,1,0,0,OK
phase1,24027,HMSDIS,hms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/hms_coin_replay_production_24027_-1.root,2415849,2415850,1,0,,,,0,OK
phase1,24031,SHMSDIS,shms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/shms_coin_replay_production_24031_-1.root,2036242,,,,2036243,1,0,0,OK
phase1,24032,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24032_-1.root,238679,238680,1,0,238680,1,0,0,OK
phase1,24038,SHMSDIS,shms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/shms_coin_replay_production_24038_-1.root,1308707,,,,1308708,1,0,0,OK
phase1,24039,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24039_-1.root,46206,46207,1,0,46207,1,0,0,OK
phase1,24040,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24040_-1.root,275265,275266,1,0,275266,1,0,0,OK
phase1,24041,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24041_-1.root,384729,384730,1,0,384730,1,0,0,OK
phase1,24042,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24042_-1.root,359840,359841,1,0,359841,1,0,0,OK
phase1,24043,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24043_-1.root,119329,119330,1,0,119330,1,0,0,OK
phase1,24044,HMSDIS,hms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/hms_coin_replay_production_24044_-1.root,1979304,1979305,1,0,,,,0,OK
phase1,24046,SHMSDIS,shms,/cache/hallc/c-rsidis/analysis/replays/pass0p1/shms_coin_replay_production_24046_-1.root,2011794,,,,2011795,1,0,0,OK
phase1,24047,PI-SIDIS,coin,/cache/hallc/c-rsidis/analysis/replays/pass0p1/coin_replay_production_24047_-1.root,421285,421286,1,0,421286,1,0,0,OK
