phase,run,run_type,replay_mode,root_file,t_entries,tsh_last_evnumber,tsh_difference,tsh_flag,tsp_last_evnumber,tsp_difference,tsp_flag,overall_flag,status
QA,27122,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27122_-1.root,314478,314479,1,0,314479,1,0,0,OK
QA,27123,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27123_-1.root,293272,293273,1,0,293273,1,0,0,OK
QA,27124,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27124_-1.root,315077,315078,1,0,315078,1,0,0,OK
QA,27125,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27125_-1.root,268049,268050,1,0,268050,1,0,0,OK
QA,27126,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27126_-1.root,125156,125157,1,0,125157,1,0,0,OK
QA,27127,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27127_-1.root,451933,451934,1,0,451934,1,0,0,OK
QA,27128,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27128_-1.root,102529,102530,1,0,102530,1,0,0,OK
QA,27129,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27129_-1.root,517439,517440,1,0,517440,1,0,0,OK
QA,27130,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27130_-1.root,306662,306663,1,0,306663,1,0,0,OK
QA,27131,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27131_-1.root,321559,321560,1,0,321560,1,0,0,OK
QA,27132,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27132_-1.root,763481,763482,1,0,763482,1,0,0,OK
QA,27133,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27133_-1.root,3394078,3394079,1,0,3394079,1,0,0,OK
QA,27134,HMSDIS,hms,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/hms_coin_replay_production_27134_-1.root,2483314,2483315,1,0,,,,0,OK
QA,27135,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27135_-1.root,122382,122383,1,0,122383,1,0,0,OK
QA,27136,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27136_-1.root,121295,121296,1,0,121296,1,0,0,OK
QA,27137,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27137_-1.root,119580,119581,1,0,119581,1,0,0,OK
QA,27138,HMSDIS,hms,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/hms_coin_replay_production_27138_-1.root,1322362,1322363,1,0,,,,0,OK
QA,27139,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27139_-1.root,287429,287430,1,0,287430,1,0,0,OK
QA,27140,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27140_-1.root,308880,308881,1,0,308881,1,0,0,OK
QA,27141,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27141_-1.root,314295,314296,1,0,314296,1,0,0,OK
QA,27142,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27142_-1.root,319811,319812,1,0,319812,1,0,0,OK
QA,27143,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27143_-1.root,311781,311782,1,0,311782,1,0,0,OK
QA,27144,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27144_-1.root,307212,307213,1,0,307213,1,0,0,OK
QA,27145,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27145_-1.root,280256,280257,1,0,280257,1,0,0,OK
QA,27146,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27146_-1.root,353716,353717,1,0,353717,1,0,0,OK
QA,27147,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27147_-1.root,316450,316451,1,0,316451,1,0,0,OK
QA,27148,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27148_-1.root,72673,72674,1,0,72674,1,0,0,OK
QA,27149,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27149_-1.root,195168,195169,1,0,195169,1,0,0,OK
QA,27150,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27150_-1.root,111765,111766,1,0,111766,1,0,0,OK
QA,27151,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27151_-1.root,108022,108023,1,0,108023,1,0,0,OK
QA,27152,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27152_-1.root,92921,92922,1,0,92922,1,0,0,OK
QA,27153,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27153_-1.root,101744,101745,1,0,101745,1,0,0,OK
QA,27154,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27154_-1.root,345175,345176,1,0,345176,1,0,0,OK
QA,27155,PI-SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27155_-1.root,282427,282428,1,0,282428,1,0,0,OK
QA,27156,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27156_-1.root,140243,140244,1,0,140244,1,0,0,OK
QA,27157,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27157_-1.root,48950,48951,1,0,48951,1,0,0,OK
QA,27158,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27158_-1.root,126421,126422,1,0,126422,1,0,0,OK
QA,27159,HMSDIS,hms,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/hms_coin_replay_production_27159_-1.root,2247975,2247976,1,0,,,,0,OK
QA,27160,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27160_-1.root,30587,30588,1,0,30588,1,0,0,OK
QA,27161,HMSDIS,hms,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/hms_coin_replay_production_27161_-1.root,727630,727631,1,0,,,,0,OK
QA,27162,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27162_-1.root,61882,61883,1,0,61883,1,0,0,OK
QA,27163,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27163_-1.root,321722,321723,1,0,321723,1,0,0,OK
QA,27164,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27164_-1.root,315458,315459,1,0,315459,1,0,0,OK
QA,27165,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27165_-1.root,315967,315968,1,0,315968,1,0,0,OK
QA,27166,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27166_-1.root,346049,346050,1,0,346050,1,0,0,OK
QA,27167,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27167_-1.root,343566,343567,1,0,343567,1,0,0,OK
QA,27168,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27168_-1.root,347694,347695,1,0,347695,1,0,0,OK
QA,27169,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27169_-1.root,314764,314765,1,0,314765,1,0,0,OK
QA,27170,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27170_-1.root,297981,297982,1,0,297982,1,0,0,OK
QA,27171,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27171_-1.root,5723140,5723141,1,0,5723141,1,0,0,OK
QA,27172,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27172_-1.root,206729,206730,1,0,206730,1,0,0,OK
QA,27173,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27173_-1.root,194940,194941,1,0,194941,1,0,0,OK
QA,27174,HMSDIS,hms,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/hms_coin_replay_production_27174_-1.root,2666838,2666839,1,0,,,,0,OK
QA,27175,HMSDIS,hms,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/hms_coin_replay_production_27175_-1.root,2629332,2629333,1,0,,,,0,OK
QA,27176,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27176_-1.root,92874,92875,1,0,92875,1,0,0,OK
QA,27177,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27177_-1.root,89479,89480,1,0,89480,1,0,0,OK
QA,27178,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27178_-1.root,92787,92788,1,0,92788,1,0,0,OK
QA,27179,HMSDIS,hms,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/hms_coin_replay_production_27179_-1.root,1448199,1448200,1,0,,,,0,OK
QA,27180,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27180_-1.root,334795,334796,1,0,334796,1,0,0,OK
QA,27181,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27181_-1.root,297185,297186,1,0,297186,1,0,0,OK
QA,27182,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27182_-1.root,353967,353968,1,0,353968,1,0,0,OK
QA,27183,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27183_-1.root,365872,365873,1,0,365873,1,0,0,OK
QA,27184,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27184_-1.root,363859,363860,1,0,363860,1,0,0,OK
QA,27185,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27185_-1.root,382284,382285,1,0,382285,1,0,0,OK
QA,27186,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27186_-1.root,98307,98308,1,0,98308,1,0,0,OK
QA,27187,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27187_-1.root,73356,73357,1,0,73357,1,0,0,OK
QA,27188,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27188_-1.root,123009,123010,1,0,123010,1,0,0,OK
QA,27192,HMSDIS,hms,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/hms_coin_replay_production_27192_-1.root,628395,628396,1,0,,,,0,OK
QA,27218,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27218_-1.root,20068,20069,1,0,20069,1,0,0,OK
QA,27224,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27224_-1.root,69896,69897,1,0,69897,1,0,0,OK
QA,27225,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27225_-1.root,68737,68738,1,0,68738,1,0,0,OK
QA,27226,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27226_-1.root,69711,69712,1,0,69712,1,0,0,OK
QA,27227,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27227_-1.root,79863,79864,1,0,79864,1,0,0,OK
QA,27228,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27228_-1.root,69209,69210,1,0,69210,1,0,0,OK
QA,27229,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27229_-1.root,68033,68034,1,0,68034,1,0,0,OK
QA,27230,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27230_-1.root,70143,70144,1,0,70144,1,0,0,OK
QA,27231,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27231_-1.root,69019,69020,1,0,69020,1,0,0,OK
QA,27232,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27232_-1.root,20563,20564,1,0,20564,1,0,0,OK
QA,27233,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27233_-1.root,20352,20353,1,0,20353,1,0,0,OK
QA,27234,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27234_-1.root,20653,20654,1,0,20654,1,0,0,OK
QA,27235,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27235_-1.root,20459,20460,1,0,20460,1,0,0,OK
QA,27236,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27236_-1.root,62724,62725,1,0,62725,1,0,0,OK
QA,27237,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27237_-1.root,140383,140384,1,0,140384,1,0,0,OK
QA,27238,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27238_-1.root,139625,139626,1,0,139626,1,0,0,OK
QA,27239,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27239_-1.root,134484,134485,1,0,134485,1,0,0,OK
QA,27240,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27240_-1.root,151851,151852,1,0,151852,1,0,0,OK
QA,27241,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27241_-1.root,150587,150588,1,0,150588,1,0,0,OK
QA,27242,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27242_-1.root,145384,145385,1,0,145385,1,0,0,OK
QA,27243,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27243_-1.root,146182,146183,1,0,146183,1,0,0,OK
QA,27244,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27244_-1.root,150916,150917,1,0,150917,1,0,0,OK
QA,27245,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27245_-1.root,140193,140194,1,0,140194,1,0,0,OK
QA,27246,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27246_-1.root,141056,141057,1,0,141057,1,0,0,OK
QA,27247,HMSDIS,hms,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/hms_coin_replay_production_27247_-1.root,933470,933471,1,0,,,,0,OK
QA,27248,HMSDIS,hms,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/hms_coin_replay_production_27248_-1.root,2085492,2085493,1,0,,,,0,OK
QA,27249,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27249_-1.root,107136,107137,1,0,107137,1,0,0,OK
QA,27250,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27250_-1.root,105245,105246,1,0,105246,1,0,0,OK
QA,27251,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27251_-1.root,106113,106114,1,0,106114,1,0,0,OK
QA,27252,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27252_-1.root,116088,116089,1,0,116089,1,0,0,OK
QA,27253,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27253_-1.root,117467,117468,1,0,117468,1,0,0,OK
QA,27254,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27254_-1.root,112785,112786,1,0,112786,1,0,0,OK
QA,27255,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27255_-1.root,115732,115733,1,0,115733,1,0,0,OK
QA,27257,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27257_-1.root,112172,112173,1,0,112173,1,0,0,OK
QA,27258,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27258_-1.root,107437,107438,1,0,107438,1,0,0,OK
QA,27259,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27259_-1.root,112679,112680,1,0,112680,1,0,0,OK
QA,27261,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27261_-1.root,1569402,1569403,1,0,1569403,1,0,0,OK
QA,27262,HMSDIS,hms,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/hms_coin_replay_production_27262_-1.root,828284,828285,1,0,,,,0,OK
QA,27264,HMSDIS,hms,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/hms_coin_replay_production_27264_-1.root,1963626,1963627,1,0,,,,0,OK
QA,27265,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27265_-1.root,24378,24379,1,0,24379,1,0,0,OK
QA,27266,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27266_-1.root,23786,23787,1,0,23787,1,0,0,OK
QA,27267,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27267_-1.root,23342,23343,1,0,23343,1,0,0,OK
QA,27269,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27269_-1.root,23033,23034,1,0,23034,1,0,0,OK
QA,27270,HMSDIS,hms,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/hms_coin_replay_production_27270_-1.root,193257,193258,1,0,,,,0,OK
QA,27271,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27271_-1.root,15522,15523,1,0,15523,1,0,0,OK
QA,27272,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27272_-1.root,130880,130881,1,0,130881,1,0,0,OK
QA,27273,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27273_-1.root,142699,142700,1,0,142700,1,0,0,OK
QA,27274,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27274_-1.root,130495,130496,1,0,130496,1,0,0,OK
QA,27275,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27275_-1.root,124659,124660,1,0,124660,1,0,0,OK
QA,27276,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27276_-1.root,135950,135951,1,0,135951,1,0,0,OK
QA,27277,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27277_-1.root,140194,140195,1,0,140195,1,0,0,OK
QA,27278,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27278_-1.root,135022,135023,1,0,135023,1,0,0,OK
QA,27279,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27279_-1.root,143640,143641,1,0,143641,1,0,0,OK
QA,27280,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27280_-1.root,63495,63496,1,0,63496,1,0,0,OK
QA,27281,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27281_-1.root,204979,204980,1,0,204980,1,0,0,OK
QA,27282,HMSDIS,hms,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/hms_coin_replay_production_27282_-1.root,276841,276842,1,0,,,,0,OK
QA,27283,HMSDIS,hms,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/hms_coin_replay_production_27283_-1.root,971953,971954,1,0,,,,0,OK
QA,27284,HMSDIS,hms,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/hms_coin_replay_production_27284_-1.root,2270883,2270884,1,0,,,,0,OK
QA,27285,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27285_-1.root,144422,144423,1,0,144423,1,0,0,OK
QA,27286,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27286_-1.root,140984,140985,1,0,140985,1,0,0,OK
QA,27287,PI+SIDIS,coin,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27287_-1.root,137508,137509,1,0,137509,1,0,0,OK
